Age;Sexe;Time;Tool;motivation to watch;Interraction;reviews;Emotion;Count;Video name;Country;Time to consume;Content attract;discover new content;Type of content
21;Female;between 1 to 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests";Skip to the next one in queue;Kind of cringey reminds me of 2010.;Happy;4;1;Canada;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;between 1 to 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests";Skip to the next one in queue;Kind of cringey reminds me of 2010.;Neutral;7;1;Canada;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;between 1 to 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests";Skip to the next one in queue;Kind of cringey reminds me of 2010.;Sad;1;1;Canada;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;between 1 to 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests";Skip to the next one in queue;Kind of cringey reminds me of 2010.;Surprise;5;1;Canada;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
24;Female;between 1 to 3 hours;Phone;"To express an opinion;To Kill time";Skip to the next one in queue;The video is of good quality but not really interesting;Angry;1;1;Italy;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
24;Female;between 1 to 3 hours;Phone;"To express an opinion;To Kill time";Skip to the next one in queue;The video is of good quality but not really interesting;Disgust;1;1;Italy;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
24;Female;between 1 to 3 hours;Phone;"To express an opinion;To Kill time";Skip to the next one in queue;The video is of good quality but not really interesting;Fear;1;1;Italy;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
24;Female;between 1 to 3 hours;Phone;"To express an opinion;To Kill time";Skip to the next one in queue;The video is of good quality but not really interesting;Happy;1;1;Italy;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
24;Female;between 1 to 3 hours;Phone;"To express an opinion;To Kill time";Skip to the next one in queue;The video is of good quality but not really interesting;Neutral;7;1;Italy;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
24;Female;between 1 to 3 hours;Phone;"To express an opinion;To Kill time";Skip to the next one in queue;The video is of good quality but not really interesting;Sad;1;1;Italy;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
24;Female;between 1 to 3 hours;Phone;"To express an opinion;To Kill time";Skip to the next one in queue;The video is of good quality but not really interesting;Surprise;1;1;Italy;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
26;Female;between 1 to 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;funny;Angry;1;1;Cyprus;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
26;Female;between 1 to 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;funny;Disgust;1;1;Cyprus;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
26;Female;between 1 to 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;funny;Fear;1;1;Cyprus;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
26;Female;between 1 to 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;funny;Happy;1;1;Cyprus;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
26;Female;between 1 to 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;funny;Neutral;4;1;Cyprus;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
26;Female;between 1 to 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;funny;Sad;1;1;Cyprus;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
26;Female;between 1 to 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;funny;Surprise;1;1;Cyprus;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
23;Male;between 1 to 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Just did not grab my attention;Angry;1;1;Portugal;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
23;Male;between 1 to 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Just did not grab my attention;Disgust;1;1;Portugal;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
23;Male;between 1 to 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Just did not grab my attention;Fear;2;1;Portugal;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
23;Male;between 1 to 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Just did not grab my attention;Happy;3;1;Portugal;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
23;Male;between 1 to 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Just did not grab my attention;Neutral;7;1;Portugal;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
23;Male;between 1 to 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Just did not grab my attention;Sad;1;1;Portugal;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
23;Male;between 1 to 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Just did not grab my attention;Surprise;3;1;Portugal;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
62;Male;more than 3 hours;Phone;"To spread awareness;To Kill time";Share with friends/followers;very creative video,  this content maker is bound to be successful if he continues this way;Neutral;6;1;Morocco;Anytime I Get Notifications;The way it is positioned in your feed;Through the platform's recommendations;Informative videos
18;Male;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Put my phone down and go offline;I hope you add nothing to the first question that has the interactions, cuz the video was boring.;Happy;2;1;Morocco;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
18;Male;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Put my phone down and go offline;I hope you add nothing to the first question that has the interactions, cuz the video was boring.;Neutral;7;1;Morocco;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
18;Male;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Put my phone down and go offline;I hope you add nothing to the first question that has the interactions, cuz the video was boring.;Surprise;2;1;Morocco;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
21;Male;more than 3 hours;Computer;To connect/network with others who share similar interests;Like;I do like those type of shorts because you can see that the creator put some real work into his content;Happy;2;1;Morocco;Free Moments;Celebrity involvement;Through the platform's recommendations;Challenges or trends
21;Male;more than 3 hours;Computer;To connect/network with others who share similar interests;Like;I do like those type of shorts because you can see that the creator put some real work into his content;Neutral;3;1;Morocco;Free Moments;Celebrity involvement;Through the platform's recommendations;Challenges or trends
21;Male;more than 3 hours;Computer;To connect/network with others who share similar interests;Like;I do like those type of shorts because you can see that the creator put some real work into his content;Surprise;2;1;Morocco;Free Moments;Celebrity involvement;Through the platform's recommendations;Challenges or trends
26;Male;more than 3 hours;Phone;To Kill time;Skip to the next one in queue;wast of time;Disgust;2;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Informative videos
26;Male;more than 3 hours;Phone;To Kill time;Skip to the next one in queue;wast of time;Neutral;7;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Informative videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;Creative video;Neutral;7;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;smooth transitions;Neutral;5;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;Didn’t get the idea delivered by this short vid;Angry;2;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Didn’t get the idea delivered by this short vid;Angry;2;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;Didn’t get the idea delivered by this short vid;Happy;2;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Didn’t get the idea delivered by this short vid;Happy;2;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;Didn’t get the idea delivered by this short vid;Neutral;7;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Didn’t get the idea delivered by this short vid;Neutral;7;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;Didn’t get the idea delivered by this short vid;Sad;3;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Didn’t get the idea delivered by this short vid;Sad;3;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;Didn’t get the idea delivered by this short vid;Surprise;5;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;Didn’t get the idea delivered by this short vid;Surprise;5;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;Nice;Happy;3;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;Nice;Happy;3;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;Nice;Neutral;7;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;Nice;Neutral;7;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;Nice;Surprise;3;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;Nice;Surprise;3;1;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;great editing;Neutral;7;1;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;creative content;Happy;4;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;creative content;Happy;4;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;creative content;Neutral;3;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;creative content;Neutral;3;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;creative content;Surprise;5;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;creative content;Surprise;5;1;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Share with friends/followers;Wow I did not expect coffee to come out of the monitor;Happy;3;1;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Share with friends/followers;Wow I did not expect coffee to come out of the monitor;Neutral;6;1;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Share with friends/followers;Wow I did not expect coffee to come out of the monitor;Surprise;6;1;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Like;Cool;Angry;2;1;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Skip to the next one in queue;Cool;Angry;2;1;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Like;Cool;Happy;4;1;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Skip to the next one in queue;Cool;Happy;4;1;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Like;Cool;Neutral;4;1;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Skip to the next one in queue;Cool;Neutral;4;1;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Like;Cool;Sad;2;1;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Skip to the next one in queue;Cool;Sad;2;1;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Like;Cool;Surprise;5;1;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Skip to the next one in queue;Cool;Surprise;5;1;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;The idea of the video was unexpected, interesting and creative.;Happy;5;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;The idea of the video was unexpected, interesting and creative.;Happy;5;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;The idea of the video was unexpected, interesting and creative.;Happy;5;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;The idea of the video was unexpected, interesting and creative.;Neutral;4;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;The idea of the video was unexpected, interesting and creative.;Neutral;4;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;The idea of the video was unexpected, interesting and creative.;Neutral;4;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;The idea of the video was unexpected, interesting and creative.;Surprise;6;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;The idea of the video was unexpected, interesting and creative.;Surprise;6;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;The idea of the video was unexpected, interesting and creative.;Surprise;6;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
41;Female;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Like;IT is a beautifull vidéo;Happy;6;1;Morocco;During Commute Times;Captivating thumbnail;Shared by friends through instant messaging;Short entertaining videos
41;Female;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Share with friends/followers;IT is a beautifull vidéo;Happy;6;1;Morocco;During Commute Times;Captivating thumbnail;Shared by friends through instant messaging;Short entertaining videos
41;Female;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Visit the creator page;IT is a beautifull vidéo;Happy;6;1;Morocco;During Commute Times;Captivating thumbnail;Shared by friends through instant messaging;Short entertaining videos
41;Female;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Like;IT is a beautifull vidéo;Neutral;2;1;Morocco;During Commute Times;Captivating thumbnail;Shared by friends through instant messaging;Short entertaining videos
41;Female;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Share with friends/followers;IT is a beautifull vidéo;Neutral;2;1;Morocco;During Commute Times;Captivating thumbnail;Shared by friends through instant messaging;Short entertaining videos
41;Female;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Visit the creator page;IT is a beautifull vidéo;Neutral;2;1;Morocco;During Commute Times;Captivating thumbnail;Shared by friends through instant messaging;Short entertaining videos
41;Female;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Like;IT is a beautifull vidéo;Surprise;5;1;Morocco;During Commute Times;Captivating thumbnail;Shared by friends through instant messaging;Short entertaining videos
41;Female;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Share with friends/followers;IT is a beautifull vidéo;Surprise;5;1;Morocco;During Commute Times;Captivating thumbnail;Shared by friends through instant messaging;Short entertaining videos
41;Female;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Visit the creator page;IT is a beautifull vidéo;Surprise;5;1;Morocco;During Commute Times;Captivating thumbnail;Shared by friends through instant messaging;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;That’s amazing;Angry;2;1;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;That’s amazing;Disgust;2;1;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;That’s amazing;Fear;2;1;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;That’s amazing;Happy;6;1;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;That’s amazing;Neutral;7;1;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;That’s amazing;Sad;2;1;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;That’s amazing;Surprise;6;1;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;Creative;Neutral;7;1;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;Creative;Surprise;3;1;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;I have nothing to say;Surprise;2;1;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Visit the creator page;I have nothing to say;Surprise;2;1;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
62;Male;more than 3 hours;Phone;"To spread awareness;To Kill time";Share with friends/followers;very creative video,  this content maker is bound to be successful if he continues this way;Angry;1;1;Morocco;Anytime I Get Notifications;The way it is positioned in your feed;Through the platform's recommendations;Informative videos
62;Male;more than 3 hours;Phone;"To spread awareness;To Kill time";Share with friends/followers;very creative video,  this content maker is bound to be successful if he continues this way;Disgust;1;1;Morocco;Anytime I Get Notifications;The way it is positioned in your feed;Through the platform's recommendations;Informative videos
62;Male;more than 3 hours;Phone;"To spread awareness;To Kill time";Share with friends/followers;very creative video,  this content maker is bound to be successful if he continues this way;Fear;1;1;Morocco;Anytime I Get Notifications;The way it is positioned in your feed;Through the platform's recommendations;Informative videos
62;Male;more than 3 hours;Phone;"To spread awareness;To Kill time";Share with friends/followers;very creative video,  this content maker is bound to be successful if he continues this way;Happy;1;1;Morocco;Anytime I Get Notifications;The way it is positioned in your feed;Through the platform's recommendations;Informative videos
62;Male;more than 3 hours;Phone;"To spread awareness;To Kill time";Share with friends/followers;very creative video,  this content maker is bound to be successful if he continues this way;Sad;1;1;Morocco;Anytime I Get Notifications;The way it is positioned in your feed;Through the platform's recommendations;Informative videos
62;Male;more than 3 hours;Phone;"To spread awareness;To Kill time";Share with friends/followers;very creative video,  this content maker is bound to be successful if he continues this way;Surprise;1;1;Morocco;Anytime I Get Notifications;The way it is positioned in your feed;Through the platform's recommendations;Informative videos
18;Male;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Put my phone down and go offline;I hope you add nothing to the first question that has the interactions, cuz the video was boring.;Angry;1;1;Morocco;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
18;Male;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Put my phone down and go offline;I hope you add nothing to the first question that has the interactions, cuz the video was boring.;Disgust;1;1;Morocco;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
18;Male;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Put my phone down and go offline;I hope you add nothing to the first question that has the interactions, cuz the video was boring.;Fear;1;1;Morocco;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
18;Male;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Put my phone down and go offline;I hope you add nothing to the first question that has the interactions, cuz the video was boring.;Sad;1;1;Morocco;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
21;Male;more than 3 hours;Computer;To connect/network with others who share similar interests;Like;I do like those type of shorts because you can see that the creator put some real work into his content;Angry;1;1;Morocco;Free Moments;Celebrity involvement;Through the platform's recommendations;Challenges or trends
21;Male;more than 3 hours;Computer;To connect/network with others who share similar interests;Like;I do like those type of shorts because you can see that the creator put some real work into his content;Disgust;1;1;Morocco;Free Moments;Celebrity involvement;Through the platform's recommendations;Challenges or trends
21;Male;more than 3 hours;Computer;To connect/network with others who share similar interests;Like;I do like those type of shorts because you can see that the creator put some real work into his content;Fear;1;1;Morocco;Free Moments;Celebrity involvement;Through the platform's recommendations;Challenges or trends
21;Male;more than 3 hours;Computer;To connect/network with others who share similar interests;Like;I do like those type of shorts because you can see that the creator put some real work into his content;Sad;1;1;Morocco;Free Moments;Celebrity involvement;Through the platform's recommendations;Challenges or trends
26;Male;more than 3 hours;Phone;To Kill time;Skip to the next one in queue;wast of time;Angry;1;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Informative videos
26;Male;more than 3 hours;Phone;To Kill time;Skip to the next one in queue;wast of time;Fear;1;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Informative videos
26;Male;more than 3 hours;Phone;To Kill time;Skip to the next one in queue;wast of time;Happy;1;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Informative videos
26;Male;more than 3 hours;Phone;To Kill time;Skip to the next one in queue;wast of time;Sad;1;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Informative videos
26;Male;more than 3 hours;Phone;To Kill time;Skip to the next one in queue;wast of time;Surprise;1;1;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Informative videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;Creative video;Angry;1;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;Creative video;Disgust;1;1;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
