Age;Sexe;Time;Tool;motivation to watch;Interraction;reviews;Emotion;Count;Video name;Country;Time to consume;Content attract;discover new content;Type of content
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Angry;1;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Disgust;1;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Fear;1;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Happy;1;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Sad;1;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Angry;1;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Disgust;1;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Fear;1;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Neutral;1;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Sad;1;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Surprise;1;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Angry;1;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Disgust;1;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Fear;1;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Sad;1;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Angry;1;3;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Disgust;1;3;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Fear;1;3;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Happy;1;3;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Neutral;1;3;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Sad;1;3;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Angry;1;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Disgust;1;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Fear;1;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Neutral;1;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Sad;1;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;3;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;3;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;3;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Angry;1;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Disgust;1;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Fear;1;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Happy;1;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Sad;1;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Surprise;1;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Angry;1;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Disgust;1;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Fear;1;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Happy;1;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Neutral;1;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Sad;1;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Angry;1;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Disgust;1;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Fear;1;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Sad;1;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Disgust;1;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Fear;1;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Happy;1;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Neutral;1;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Sad;1;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Angry;1;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Disgust;1;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Fear;1;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Sad;1;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;5;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;5;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;5;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;5;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;5;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;5;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;5;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;1;5;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;5;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Angry;1;6;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Disgust;1;6;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Fear;1;6;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Happy;1;6;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Sad;1;6;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Surprise;1;6;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Angry;1;6;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Disgust;1;6;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Fear;1;6;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Sad;1;6;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;6;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;6;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;6;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;6;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;2;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;2;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;2;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;2;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;1;2;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;2;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;2;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;2;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;2;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;1;2;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Surprise;1;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;3;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;3;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;3;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;3;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Angry;1;3;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Disgust;1;3;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Fear;1;3;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Neutral;1;3;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;4;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;4;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;4;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;4;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Angry;1;4;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Disgust;1;4;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Fear;1;4;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Sad;1;4;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Surprise;1;4;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;4;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;4;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;4;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;1;4;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;4;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;4;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;4;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;4;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;5;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;5;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;5;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;5;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;5;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;5;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;5;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Happy;1;5;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
